domain,records
LTE.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': [], 'MX': ['10 mx11.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
LTEService2.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': [], 'MX': ['10 mx11.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
a.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx9.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
a2f4be5f-8399-4190-a154-3c80cb4315d9.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx12.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
abc.kaspersky.com,"{'A': ['158.160.120.164'], 'AAAA': ['64:ff9b::9ea0:78a4'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': ['blog.kaspersky.com.']}"
ac.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx12.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
academy.kaspersky.com,"{'A': ['158.160.106.29'], 'AAAA': ['64:ff9b::9ea0:6a1d'], 'MX': ['10 mx13.kaspersky-labs.com.', '10 mx14.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.'], 'NS': [], 'TXT': ['""v=spf1 include:_spf1.kaspersky.com include:_spf2.kaspersky.com include:_spf3.kaspersky.com include:_spf4.kaspersky.com -all""'], 'CNAME': []}"
acc.cloud.kaspersky.com,"{'A': [], 'AAAA': [], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
acc.dev.cloud.kaspersky.com,"{'A': [], 'AAAA': [], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
acc.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx11.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
access.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx11.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
account.ca.uis.kaspersky.com,"{'A': ['94.158.243.37'], 'AAAA': ['64:ff9b::5e9e:f325'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': ['ca.uis.ha.kaspersky.com.']}"
account.ca.uisstg.kaspersky.com,"{'A': [], 'AAAA': [], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
account.eu.uis.kaspersky.com,"{'A': ['94.158.243.37'], 'AAAA': ['64:ff9b::5e9e:f325'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': ['eu.uis.kaspersky.com.']}"
account.eu.uisstg.kaspersky.com,"{'A': ['185.54.220.38'], 'AAAA': ['64:ff9b::b936:dc26'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': ['eu.uisstg.ha.kaspersky.com.']}"
account.hq.uis.kaspersky.com,"{'A': ['77.74.179.130'], 'AAAA': ['64:ff9b::4d4a:b382'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': ['hq.uis.kaspersky.com.']}"
account.hq.uisstg.kaspersky.com,"{'A': ['82.202.190.167'], 'AAAA': ['64:ff9b::52ca:bea7'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': ['hq.uisstg.ha.kaspersky.com.']}"
account.iam.hw.services.cloud.kaspersky.com,"{'A': ['213.250.135.169'], 'AAAA': ['64:ff9b::d5fa:87a9'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
account.kaspersky.com,"{'A': ['185.54.220.140'], 'AAAA': ['64:ff9b::b936:dc8c'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
account.uis.kaspersky.com,"{'A': ['77.74.179.130'], 'AAAA': ['64:ff9b::4d4a:b382'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': ['uis.kaspersky.com.']}"
account.uisbeta.kaspersky.com,"{'A': ['77.74.179.140'], 'AAAA': ['64:ff9b::4d4a:b38c'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
account.uisstg.kaspersky.com,"{'A': ['82.202.190.167'], 'AAAA': ['64:ff9b::52ca:bea7'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': ['uisstg.geo.kaspersky.com.']}"
accounts.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx12.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
ace.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx11.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
acp.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx12.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
act2019.ctf.kaspersky.com,"{'A': [], 'AAAA': [], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
activate.activation-v2-test.kaspersky.com,"{'A': ['93.159.230.59'], 'AAAA': ['64:ff9b::5d9f:e63b'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
activate.activation-v2.kaspersky.com,"{'A': ['212.5.89.37', '94.158.243.50'], 'AAAA': ['64:ff9b::d405:5925', '64:ff9b::5e9e:f332'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': ['activation-v2.geo.kaspersky.com.']}"
activate.lt.activation-v2.kaspersky.com,"{'A': ['94.158.243.89', '212.5.89.18'], 'AAAA': ['64:ff9b::5e9e:f359', '64:ff9b::d405:5912'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': ['lt.activation-v2.geo.kaspersky.com.']}"
activation-v2-saasalpha.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx12.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
activation-v2-test.kaspersky.com,"{'A': ['93.159.230.59'], 'AAAA': ['64:ff9b::5d9f:e63b'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
activation-v2.geo.kaspersky.com,"{'A': ['212.5.89.37', '94.158.243.50'], 'AAAA': ['64:ff9b::5e9e:f332', '64:ff9b::d405:5925'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': ['eemea.activation-v2.geo.kaspersky.com.']}"
activation-v2.kaspersky.com,"{'A': ['94.158.243.50', '212.5.89.37'], 'AAAA': ['64:ff9b::5e9e:f332', '64:ff9b::d405:5925'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': ['activation-v2.geo.kaspersky.com.']}"
activation-v3.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx11.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
activation.bss.kaspersky.com,"{'A': ['185.85.14.35'], 'AAAA': ['64:ff9b::b955:e23'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
activation.kaspersky.com,"{'A': ['80.239.170.162'], 'AAAA': ['64:ff9b::50ef:aaa2'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
activation3.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx12.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
activation6.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx12.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
activationv2-saasalpha.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx12.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
activationv2-test.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx12.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
activesync.apac.kaspersky.com,"{'A': ['77.74.176.132'], 'AAAA': ['64:ff9b::4d4a:b084'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
activesync.cn.kaspersky.com,"{'A': ['119.254.74.51'], 'AAAA': ['64:ff9b::77fe:4a33'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
activesync.de.kaspersky.com,"{'A': ['88.217.237.58'], 'AAAA': ['64:ff9b::58d9:ed3a'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': ['activesync.eu.kaspersky.com.']}"
activesync.eu.kaspersky.com,"{'A': ['88.217.237.58'], 'AAAA': ['64:ff9b::58d9:ed3a'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
activesync.kaspersky.com,"{'A': ['77.74.176.132'], 'AAAA': ['64:ff9b::4d4a:b084'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
activesync.uk.kaspersky.com,"{'A': ['88.217.237.58'], 'AAAA': ['64:ff9b::58d9:ed3a'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': ['activesync2010.eu.kaspersky.com.']}"
activesync.us.kaspersky.com,"{'A': ['77.74.176.132'], 'AAAA': ['64:ff9b::4d4a:b084'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
activesync1.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx9.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
activesync2.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx11.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
activesync2010.eu.kaspersky.com,"{'A': ['88.217.237.58'], 'AAAA': ['64:ff9b::58d9:ed3a'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': ['activesync.eu.kaspersky.com.']}"
activesync3.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx12.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
adci.ipm.kaspersky.com,"{'A': [], 'AAAA': [], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
adci.irish-eu.ipmdemo.kaspersky.com,"{'A': [], 'AAAA': [], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
adci.ya.ipmdemo.kaspersky.com,"{'A': [], 'AAAA': [], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
adfs.bos.ha.kaspersky.com,"{'A': ['212.5.110.32', '93.159.231.230'], 'AAAA': ['64:ff9b::5d9f:e7e6', '64:ff9b::d405:6e20'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
adfs.geo.kaspersky.com,"{'A': ['93.159.230.168'], 'AAAA': ['64:ff9b::5d9f:e6a8'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
adfs.ha.kaspersky.com,"{'A': ['82.202.191.174'], 'AAAA': ['64:ff9b::52ca:bfae'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
adfs.kaspersky.com,"{'A': ['82.202.191.174'], 'AAAA': ['64:ff9b::52ca:bfae'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': ['adfs.ha.kaspersky.com.']}"
admin-kaspersky.comvirusdesk.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx9.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
admin-security-pulse.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx9.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
admin.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx12.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
admin.scannervirusdesk.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx11.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
admin1.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx12.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
administrator-antivirus.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx11.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
administratornewvirus.kaspersky.comvirusdesk.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx11.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
adminkaspersky.comvirusdesk.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx9.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
aes.geo.kaspersky.com,"{'A': ['95.167.139.3', '212.8.233.173'], 'AAAA': ['64:ff9b::5fa7:8b03', '64:ff9b::d408:e9ad'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
africa.kaspersky.com,"{'A': ['77.74.178.40'], 'AAAA': ['64:ff9b::4d4a:b228'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': ['multisite2.geo.kaspersky.com.']}"
africa2.kaspersky.com,"{'A': ['77.74.178.40'], 'AAAA': ['64:ff9b::4d4a:b228'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': ['multisite2.geo.kaspersky.com.']}"
afrique.kaspersky.com,"{'A': ['185.85.15.46'], 'AAAA': ['64:ff9b::b955:f2e'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': ['multisite3.geo.kaspersky.com.']}"
ai-cert.kaspersky.com,"{'A': ['158.160.85.243'], 'AAAA': ['64:ff9b::9ea0:55f3'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
ai.kaspersky.com,"{'A': ['185.105.225.103'], 'AAAA': ['64:ff9b::b969:e167'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
aist.kaspersky.com,"{'A': ['158.160.85.243'], 'AAAA': ['64:ff9b::9ea0:55f3'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
akali.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx9.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
akali.newsvirus.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx12.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
akamai-httpsvirusdesk.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx12.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
akamai-newvirus.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx11.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
akamaikaspersky.comvirusdesk.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx12.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
akcdn.kaspersky.com,"{'A': ['77.74.178.18'], 'AAAA': ['64:ff9b::4d4a:b212'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': ['origin-aktest.kaspersky.com.']}"
aktest.kaspersky.com,"{'A': ['2.18.72.7'], 'AAAA': ['2a02:26f0:d8:198::13', '2a02:26f0:d8:185::13'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': ['aktest.kaspersky.com.edgekey.net.']}"
algerie.kaspersky.com,"{'A': ['185.85.15.46'], 'AAAA': ['64:ff9b::b955:f2e'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': ['multisite3.geo.kaspersky.com.']}"
alphavirusdesk.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx9.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
alt.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx11.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
altvirusdesk.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx11.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
america-kaspersky.comvirusdesk.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx11.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
america-newsvirus.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx11.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
america.newsvirus.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx9.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
americas.activate.activation-v2.kaspersky.com,"{'A': ['80.239.154.151'], 'AAAA': ['64:ff9b::50ef:9a97'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': ['americas.activation-v2.kaspersky.com.']}"
americas.activation-v2.kaspersky.com,"{'A': ['80.239.154.151'], 'AAAA': ['64:ff9b::50ef:9a97'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': ['americas.activation-v2.geo.kaspersky.com.']}"
americas.info-provider.activation-v2.kaspersky.com,"{'A': ['80.239.154.152'], 'AAAA': ['64:ff9b::50ef:9a98'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': ['americas.info-provider.activation-v2.geo.kaspersky.com.']}"
americas.lt.activation-v2.kaspersky.com,"{'A': ['80.239.154.153'], 'AAAA': ['64:ff9b::50ef:9a99'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': ['americas.lt.activation-v2.geo.kaspersky.com.']}"
americas.refresh-bkg.activation-v2.kaspersky.com,"{'A': ['80.239.154.151'], 'AAAA': ['64:ff9b::50ef:9a97'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': ['americas.activation-v2.kaspersky.com.']}"
americas.simulate-bkg.activation-v2.kaspersky.com,"{'A': ['80.239.154.151'], 'AAAA': ['64:ff9b::50ef:9a97'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': ['americas.activation-v2.kaspersky.com.']}"
americas.simulate.activation-v2.kaspersky.com,"{'A': ['80.239.154.151'], 'AAAA': ['64:ff9b::50ef:9a97'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': ['americas.activation-v2.kaspersky.com.']}"
amnesia.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx11.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
analytics.kaspersky.com,"{'A': ['54.198.6.15'], 'AAAA': ['64:ff9b::36c6:60f'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': ['ec2-54-198-6-15.compute-1.amazonaws.com.']}"
analytics.newsvirus.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx11.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
analyticskaspersky.comvirusdesk.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx11.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
analyze.kaspersky.com,"{'A': ['77.74.178.23'], 'AAAA': ['64:ff9b::4d4a:b217'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': ['multisite-support.geo.kaspersky.com.']}"
answers.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx12.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
anti-apt.kaspersky.com,"{'A': ['93.159.230.182'], 'AAAA': ['64:ff9b::5d9f:e6b6'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
anti-theft.kaspersky.com,"{'A': ['82.202.190.35'], 'AAAA': ['64:ff9b::52ca:be23'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': ['center-kl.geo.kaspersky.com.']}"
antiapt.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx12.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
antidrone.kaspersky.com,"{'A': ['77.74.178.40'], 'AAAA': ['64:ff9b::4d4a:b228'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': ['multisite2.geo.kaspersky.com.']}"
antivirus-9.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx11.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
antivirus-free.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx12.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
antivirus-nautilus.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx11.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
antivirus-v1.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx9.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
antivirus.17.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx9.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
antivirus.20.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx11.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
antivirus.admin1.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx11.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
antivirus.akali.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx11.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
antivirus.backend.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx9.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
